PROTASIO ALVES;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
PUTINGA;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;;
QUARAI;0;0;0;12;3;2;0;0;12;2;14;5;0;0;0;;
QUATRO IRMAOS;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
QUEVEDOS;0;0;0;2;2;0;1;0;1;2;0;0;0;0;0;;
QUINZE DE NOVEMBRO;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;;
REDENTORA;0;0;0;4;1;0;0;0;2;4;0;0;0;0;0;;
RELVADO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
RESTINGA SECA;0;0;0;15;2;0;0;0;9;1;2;1;0;0;1;;
RIO DOS INDIOS;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
RIO GRANDE;3;3;0;180;7;7;66;0;126;15;6;33;0;0;3;;
RIO PARDO;2;3;0;36;7;2;3;0;9;1;5;5;0;0;3;;
RIOZINHO;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;;
ROCA SALES;0;0;0;5;0;0;0;0;11;0;0;2;0;0;0;;
RODEIO BONITO;0;0;0;3;1;0;0;0;1;0;1;0;0;0;0;;
ROLADOR;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;;
ROLANTE;0;0;0;7;1;2;2;0;19;0;2;3;0;0;0;;
RONDA ALTA;0;0;0;7;0;1;0;0;4;0;2;1;0;0;0;;
RONDINHA;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;;
ROQUE GONZALES;0;0;0;5;1;0;0;0;3;0;0;0;0;0;0;;
ROSARIO DO SUL;1;1;0;27;3;1;3;0;14;4;1;12;0;0;1;;
SAGRADA FAMILIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
SALDANHA MARINHO;0;0;0;2;0;0;3;0;1;1;0;0;0;0;0;;
SALTO DO JACUI;0;0;0;11;2;1;0;0;2;2;1;2;0;0;0;;
SALVADOR DAS MISSOES;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
SALVADOR DO SUL;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;;
SANANDUVA;0;0;0;6;0;1;0;0;3;0;1;0;0;0;0;;
SANTA BARBARA DO SUL;0;0;0;11;1;0;0;0;10;0;2;0;0;0;0;;
SANTA CECILIA DO SUL;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
SANTA CLARA DO SUL;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;;
SANTA CRUZ DO SUL;2;3;0;124;0;13;2;0;93;3;7;12;0;0;3;;
SANTA MARGARIDA DO SUL;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;;
SANTA MARIA;1;1;0;302;8;16;58;2;229;16;151;49;0;0;1;;
SANTA MARIA DO HERVAL;0;0;0;5;0;0;0;0;1;0;1;0;0;0;0;;
SANTA ROSA;0;0;0;41;1;0;1;0;28;4;19;25;0;0;0;;
SANTA TEREZA;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;;
SANTA VITORIA DO PALMAR;3;3;0;64;10;2;1;0;5;2;7;8;0;0;4;;
SANTANA DA BOA VISTA;0;0;0;3;0;0;0;0;1;0;1;1;0;0;0;;
SANTANA DO LIVRAMENTO;1;1;0;95;20;6;17;1;59;4;10;7;0;0;1;;
SANTIAGO;0;0;0;17;2;0;2;0;44;0;18;13;0;0;0;;
SANTO ANGELO;0;0;0;128;3;2;6;2;52;5;16;13;0;0;0;;
SANTO ANTONIO DA PATRULHA;2;2;0;23;0;1;1;0;22;1;2;2;0;0;2;;
SANTO ANTONIO DAS MISSOES;0;0;0;3;0;0;1;0;5;1;2;1;0;0;0;;
SANTO ANTONIO DO PALMA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
SANTO ANTONIO DO PLANALTO;0;0;0;3;1;0;0;0;3;0;0;0;0;0;0;;
SANTO AUGUSTO;0;0;0;11;0;1;3;0;9;0;0;4;0;0;0;;
SANTO CRISTO;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;;
SANTO EXPEDITO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
SAO BORJA;0;0;0;52;9;1;4;0;41;2;12;11;0;0;0;;
SAO DOMINGOS DO SUL;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
SAO FRANCISCO DE ASSIS;0;0;0;8;0;0;2;0;6;1;1;0;0;0;1;;
SAO FRANCISCO DE PAULA;0;0;0;10;0;0;0;1;16;0;5;1;0;0;0;;
SAO GABRIEL;0;0;0;68;8;2;8;0;30;5;11;23;0;0;0;;
SAO JERONIMO;0;0;0;14;0;0;0;0;8;1;6;2;0;0;0;;
SAO JOAO DA URTIGA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
SAO JOAO DO POLESINE;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
SAO JORGE;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;;
SAO JOSE DAS MISSOES;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;;
SAO JOSE DO HERVAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
SAO JOSE DO HORTENCIO;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;;
SAO JOSE DO INHACORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
SAO JOSE DO NORTE;0;0;0;17;2;0;1;0;7;1;1;7;0;0;0;;
SAO JOSE DO OURO;0;0;0;2;1;1;0;0;2;0;0;0;0;0;0;;
SAO JOSE DO SUL;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;;
SAO JOSE DOS AUSENTES;0;0;0;5;2;0;0;0;2;0;0;0;0;0;0;;
SAO LEOPOLDO;2;2;0;232;0;27;60;12;177;10;32;38;0;0;2;;
SAO LOURENCO DO SUL;1;1;0;27;1;0;1;0;20;2;12;2;0;0;1;;
SAO LUIZ GONZAGA;1;1;0;27;2;1;1;0;20;5;8;6;0;0;1;;
SAO MARCOS;0;0;0;10;0;1;0;0;8;0;0;0;0;0;0;;
SAO MARTINHO;1;1;0;0;0;0;0;0;4;0;0;0;0;0;1;;
SAO MARTINHO DA SERRA;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;;
SAO MIGUEL DAS MISSOES;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0;;
SAO NICOLAU;0;0;0;2;2;0;0;0;1;1;1;1;0;0;0;;
SAO PAULO DAS MISSOES;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;;
SAO PEDRO DA SERRA;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;;
SAO PEDRO DAS MISSOES;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;;
SAO PEDRO DO BUTIA;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
SAO PEDRO DO SUL;0;0;0;16;3;0;0;0;10;0;2;1;0;0;0;;
SAO SEBASTIAO DO CAI;0;0;0;20;1;2;0;0;11;2;22;3;0;0;0;;
SAO SEPE;0;0;0;12;1;0;1;0;8;0;1;1;0;0;0;;
SAO VALENTIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
SAO VALENTIM DO SUL;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
SAO VALERIO DO SUL;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
SAO VENDELINO;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;
SAO VICENTE DO SUL;0;0;0;5;2;0;0;0;5;0;3;1;0;0;0;;
SAPIRANGA;0;0;0;55;0;3;11;3;38;4;23;10;0;0;0;;
SAPUCAIA DO SUL;1;1;0;169;1;13;42;8;66;4;33;16;0;0;1;;
SARANDI;0;0;0;23;0;0;0;0;18;0;3;2;0;0;0;;
SEBERI;0;0;0;8;1;0;1;0;7;2;1;0;0;0;0;;
SEDE NOVA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;
SEGREDO;0;0;0;7;0;0;0;0;3;1;0;1;0;0;0;;
SELBACH;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
SENADOR SALGADO FILHO;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
SENTINELA DO SUL;1;1;0;5;0;1;0;0;2;0;0;0;0;0;1;;
SERAFINA CORREA;0;0;0;4;0;0;1;0;8;0;3;3;0;0;0;;
SERIO;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;;
SERTAO;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;;
SERTAO SANTANA;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;;
SETE DE SETEMBRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
SEVERIANO DE ALMEIDA;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;;
SILVEIRA MARTINS;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
SINIMBU;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;;
SOBRADINHO;0;0;0;12;0;0;1;0;4;3;1;3;0;0;0;;
SOLEDADE;3;4;0;37;2;4;3;0;5;2;6;2;0;0;4;;
TABAI;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;;
TAPEJARA;1;1;0;28;0;2;1;0;9;1;6;0;0;0;2;;
TAPERA;0;0;0;7;0;1;0;0;3;0;5;1;0;0;0;;
TAPES;0;0;0;25;5;0;1;0;5;0;2;4;0;0;0;;
TAQUARA;0;0;0;58;1;0;5;4;32;1;42;10;0;0;0;;
TAQUARI;0;0;0;10;2;0;1;0;12;0;10;4;0;0;0;;
TAQUARUCU DO SUL;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;;
TAVARES;0;0;0;3;1;0;0;0;0;0;2;1;0;0;0;;
TENENTE PORTELA;1;1;0;14;0;4;2;0;6;2;5;1;0;0;1;;
TERRA DE AREIA;0;0;0;13;1;1;1;1;9;0;1;2;0;0;0;;
TEUTONIA;0;0;0;15;1;1;0;0;16;0;10;4;0;0;0;;
TIO HUGO;0;0;0;3;0;0;0;0;0;1;0;1;0;0;0;;
TIRADENTES DO SUL;0;0;0;0;0;1;0;0;1;2;0;1;0;0;0;;
TOROPI;0;0;0;2;2;0;0;0;1;1;0;0;0;0;0;;
TORRES;0;0;0;53;1;4;4;1;52;2;6;7;0;0;2;;
TRAMANDAI;0;0;0;60;0;4;7;1;45;2;19;15;0;0;0;;
TRAVESSEIRO;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;
TRES ARROIOS;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
TRES CACHOEIRAS;0;0;0;5;0;0;0;0;4;0;0;0;0;0;0;;
TRES COROAS;0;0;0;18;1;1;0;0;6;0;1;2;0;0;0;;
TRES DE MAIO;0;0;0;6;0;0;0;0;14;1;2;1;0;0;0;;
TRES FORQUILHAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
TRES PALMEIRAS;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
TRES PASSOS;0;0;0;12;0;0;0;0;12;1;5;7;0;0;0;;
TRINDADE DO SUL;0;0;0;5;1;0;0;0;4;2;2;4;0;0;0;;
TRIUNFO;0;0;0;22;0;1;0;0;9;3;3;2;0;0;0;;
TUCUNDUVA;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;;
TUNAS;0;0;0;1;0;0;1;0;3;0;0;0;0;0;0;;
TUPANCI DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
TUPANCIRETA;0;0;0;12;0;0;1;1;7;1;0;2;0;0;0;;
TUPANDI;0;0;0;1;0;0;0;0;2;0;2;1;0;0;0;;
TUPARENDI;0;0;0;3;1;1;1;0;3;2;0;1;0;0;0;;
TURUCU;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
UBIRETAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
UNIAO DA SERRA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
UNISTALDA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
URUGUAIANA;4;4;0;89;1;2;19;0;50;2;24;18;0;0;6;;
VACARIA;1;1;1;68;0;2;12;0;31;8;13;4;1;0;2;;
VALE DO SOL;0;0;0;7;4;1;1;0;4;2;3;0;0;0;0;;
VALE REAL;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;;
VALE VERDE;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;
VANINI;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;;
VENANCIO AIRES;0;0;0;63;1;1;3;0;29;2;3;1;0;0;0;;
VERA CRUZ;0;0;0;21;0;1;1;0;13;3;3;1;0;0;0;;
VERANOPOLIS;0;0;0;5;0;2;0;0;12;0;6;3;0;0;0;;
VESPASIANO CORREA;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;;
VIADUTOS;0;0;0;2;0;0;0;0;2;1;1;0;0;0;0;;
VIAMAO;1;1;0;140;5;19;100;19;141;4;14;22;0;0;1;;
VICENTE DUTRA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
VICTOR GRAEFF;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;;
VILA FLORES;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;;
VILA LANGARO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
VILA MARIA;0;0;0;1;0;0;0;0;4;0;1;0;0;0;0;;
VILA NOVA DO SUL;0;0;0;11;3;0;0;0;1;0;0;0;0;0;0;;
VISTA ALEGRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
VISTA ALEGRE DO PRATA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
VISTA GAUCHA;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
VITORIA DAS MISSOES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
WESTFALIA;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;
XANGRI-LA;2;2;0;22;0;0;3;0;16;0;0;3;0;0;2;;
